,location,total_sqft,bath,balcony,price,bedrooms
3730,Yelahanka,1371.0,2.0,2.0,65.0,3
3733,Ambalipura,1730.0,3.0,1.0,120.0,3
3735,EPIP Zone,1500.0,3.0,3.0,102.0,3
3738,other,1203.0,2.0,1.0,59.86,2
3740,other,1600.0,3.0,2.0,76.0,3
3741,Yelahanka New Town,350.0,1.0,1.0,13.5,1
3742,Varthur,1665.0,3.0,1.0,53.0,3
3746,Haralur Road,1444.0,2.0,1.0,80.0,3
3748,Lingadheeranahalli,1521.0,3.0,1.0,94.71,3
3751,Old Madras Road,2760.0,5.0,2.0,157.0,3
3752,Marathahalli,1325.0,1.0,1.0,92.0,2
3756,Electronics City Phase 1,650.0,1.0,1.0,23.0,1
3759,Electronic City Phase II,769.0,2.0,1.0,40.0,2
3760,Electronic City,1571.0,3.0,2.0,105.0,3
3761,Hennur Road,1445.0,3.0,1.0,86.56,3
3762,Hosur Road,1590.0,2.0,2.0,135.0,3
3763,Bommasandra,902.0,2.0,2.0,49.0,2
3766,Yelahanka,1712.0,3.0,3.0,82.0,3
3770,Kundalahalli,1920.0,3.0,2.0,150.0,3
3773,Electronic City,1089.0,2.0,2.0,45.0,2
3774,Horamavu Agara,1106.0,2.0,1.0,43.09,2
3776,Kanakpura Road,1339.0,2.0,2.0,58.0,2
3777,Thanisandra,923.0,1.0,1.0,45.69,1
3779,Lakshminarayana Pura,1175.0,2.0,2.0,75.0,2
3780,Thubarahalli,975.0,2.0,1.0,55.0,2
3781,Hebbal,2400.0,4.0,1.0,180.0,3
3782,Subramanyapura,1330.0,3.0,2.0,72.0,3
3783,Thanisandra,1183.0,2.0,1.0,59.74,2
3786,Hebbal,1255.0,2.0,1.0,77.68,3
3788,other,1100.0,2.0,2.0,50.0,2
3789,Ramamurthy Nagar,1170.0,2.0,2.0,46.8,2
3791,Raja Rajeshwari Nagar,1530.0,3.0,3.0,51.77,3
3792,Hebbal,1420.0,2.0,2.0,107.0,2
3795,Kanakpura Road,1591.0,3.0,1.0,115.0,3
3796,7th Phase JP Nagar,1680.0,3.0,2.0,120.0,3
3798,Hoodi,1055.0,2.0,1.0,57.63,2
3799,Iblur Village,1918.0,3.0,2.0,129.0,3
3800,Sarjapur  Road,1280.0,2.0,1.0,76.0,2
3801,Nagarbhavi,1560.0,3.0,3.0,66.0,3
3802,Sarjapur  Road,1145.0,2.0,2.0,49.5,2
3803,Talaghattapura,2106.0,3.0,2.0,126.0,3
3806,Rajaji Nagar,1718.0,3.0,2.0,288.0,2
3807,Whitefield,1306.0,3.0,2.0,54.65,3
3808,Hebbal,1320.0,2.0,1.0,92.0,2
3811,Kalyan nagar,3800.0,5.0,3.0,300.0,4
3812,Bannerghatta Road,1344.0,2.0,1.0,42.0,3
3816,Lakshminarayana Pura,1190.0,2.0,1.0,75.0,2
3817,Whitefield,1000.0,2.0,1.0,35.0,2
3818,other,2400.0,2.0,1.0,160.0,2
3819,other,1000.0,2.0,1.0,48.5,2
3820,Jalahalli,2113.0,3.0,2.0,155.0,3
3823,Harlur,1884.0,4.0,2.0,120.0,4
3824,Electronic City,1110.0,2.0,1.0,40.0,2
3825,Kudlu,1027.0,2.0,2.0,43.0,2
3829,other,1200.0,3.0,2.0,165.0,3
3830,Kudlu Gate,703.0,1.0,1.0,52.0,1
3832,Bellandur,1195.0,2.0,2.0,51.0,2
3833,other,1302.0,2.0,1.0,69.1,2
3834,Begur Road,1583.0,3.0,1.0,74.4,3
3835,other,1488.0,2.0,3.0,60.0,3
3837,Kammasandra,1385.0,2.0,2.0,34.63,3
3839,Electronic City,1600.0,3.0,2.0,104.0,3
3840,Old Airport Road,1150.0,2.0,1.0,90.0,2
3844,Kanakpura Road,1299.0,2.0,2.0,85.0,2
3846,Devanahalli,1282.0,2.0,2.0,52.43,3
3848,other,861.0,2.0,1.0,35.0,2
3849,Bannerghatta Road,1600.0,3.0,2.0,95.0,3
3851,other,1390.0,2.0,2.0,80.0,3
3856,Gunjur,1195.0,2.0,2.0,44.0,2
3858,other,1159.0,2.0,1.0,60.0,2
3859,Whitefield,1386.0,3.0,1.0,57.46,3
3860,Harlur,1197.0,2.0,1.0,79.0,2
3861,Old Airport Road,2690.0,4.0,3.0,191.0,4
3863,Bommasandra,1295.0,2.0,1.0,50.28,3
3865,Whitefield,1132.0,2.0,1.0,79.28,2
3866,other,2350.0,3.0,2.0,400.0,3
3868,Hebbal,1645.0,3.0,2.0,135.0,3
3871,Marathahalli,1937.0,3.0,2.0,140.0,3
3872,Doddathoguru,1015.0,2.0,2.0,33.5,2
3874,other,1350.0,2.0,2.0,80.99,3
3875,Kengeri Satellite Town,1149.0,2.0,2.0,29.0,3
3879,other,1500.0,3.0,1.0,87.0,3
3880,Yelahanka,1566.0,3.0,2.0,97.0,3
3883,KR Puram,1290.0,2.0,1.0,49.02,2
3885,other,1839.0,3.0,3.0,165.0,3
3887,Electronic City Phase II,1400.0,2.0,2.0,40.43,3
3889,Whitefield,1140.0,2.0,2.0,39.0,2
3890,Tumkur Road,1343.5,3.0,0.0,57.76,3
3892,other,1100.0,2.0,1.0,46.0,2
3893,other,1200.0,2.0,2.0,55.0,2
3895,Whitefield,2830.0,5.0,2.0,160.0,4
3896,Uttarahalli,1315.0,2.0,2.0,74.0,3
3897,Anandapura,1141.0,2.0,1.0,42.75,2
3898,AECS Layout,1080.0,2.0,2.0,55.0,2
3899,other,1200.0,2.0,2.0,60.0,2
3900,Varthur,1111.0,2.0,2.0,41.88,2
3902,Bannerghatta Road,1275.0,2.0,2.0,65.0,2
3905,Battarahalli,1135.0,2.0,3.0,43.0,2
3907,Kudlu Gate,1535.0,3.0,2.0,86.0,3
3908,Nagavarapalya,1392.0,2.0,1.0,130.0,2
3909,Bellandur,1050.0,2.0,2.0,72.0,2
3910,Hosa Road,1513.0,3.0,1.0,103.0,3
3911,Gottigere,1621.0,3.0,3.0,72.0,3
3912,Bannerghatta Road,892.0,2.0,1.0,39.0,2
3913,Whitefield,1205.0,2.0,1.0,40.0,2
3914,Hebbal,1355.0,3.0,2.0,83.87,3
3918,Indira Nagar,1400.0,2.0,2.0,168.0,2
3919,Kengeri,726.0,2.0,1.0,35.0,2
3920,other,1500.0,3.0,2.0,149.0,3
3923,Begur Road,1170.0,2.0,2.0,46.0,2
3924,Doddathoguru,1104.0,2.0,2.0,39.0,2
3925,Kanakpura Road,950.0,2.0,1.0,45.0,2
3926,Hormavu,4818.0,4.0,3.0,390.0,4
3927,other,1650.0,2.0,1.0,52.0,3
3928,other,1559.0,3.0,2.0,127.0,3
3929,other,1100.0,2.0,1.0,38.0,2
3930,other,1750.0,3.0,3.0,150.0,3
3931,Ramagondanahalli,1215.0,2.0,1.0,45.5,2
3932,Talaghattapura,1868.0,3.0,1.0,135.0,3
3934,Kanakpura Road,1570.0,3.0,3.0,64.5,3
3937,Hulimavu,1225.0,2.0,2.0,55.0,2
3940,other,1896.0,3.0,1.0,125.0,4
3941,Sonnenahalli,605.0,1.0,1.0,40.0,1
3943,Electronic City Phase II,900.0,2.0,2.0,32.5,2
3947,Sarjapur  Road,3416.5,6.0,0.0,143.0,4
3948,Thanisandra,3216.0,4.0,1.0,226.0,4
3951,Kudlu,1092.0,2.0,2.0,44.0,2
3952,Hulimavu,1255.0,2.0,2.0,74.0,2
3953,Electronic City,1500.0,2.0,1.0,100.0,3
3954,Thanisandra,1296.0,2.0,2.0,72.0,2
3956,Raja Rajeshwari Nagar,1023.0,2.0,2.0,42.0,2
3958,Thanisandra,1020.0,2.0,1.0,44.5,2
3959,Choodasandra,1530.0,3.0,2.0,77.0,3
3961,other,1605.0,2.0,3.0,85.0,3
3965,other,1140.0,2.0,2.0,65.0,2
3966,Green Glen Layout,1725.0,3.0,2.0,130.0,3
3967,Bisuvanahalli,1075.0,2.0,1.0,50.0,3
3968,Kannamangala,1574.0,3.0,1.0,93.34,3
3970,Marathahalli,1550.0,3.0,2.0,83.0,3
3971,other,1205.0,2.0,2.0,60.0,2
3972,Kambipura,1082.0,2.0,1.0,55.0,3
3973,Uttarahalli,1215.0,2.0,2.0,52.85,3
3974,Hebbal,2483.0,5.0,2.0,230.0,4
3979,Kanakpura Road,1452.0,3.0,3.0,60.98,3
3980,Electronic City Phase II,1329.0,2.0,2.0,41.0,3
3984,Uttarahalli,1312.5,3.0,0.0,51.19,3
3985,Hebbal,2600.0,3.0,2.0,195.0,3
3987,Electronic City Phase II,1220.0,3.0,1.0,35.23,3
3988,other,1255.0,2.0,1.0,80.0,2
3989,other,1904.0,3.0,3.0,155.0,3
3992,other,2135.0,3.0,2.0,160.0,3
3997,Kalena Agrahara,800.0,2.0,2.0,30.0,2
3999,Hormavu,1500.0,3.0,3.0,70.0,3
4000,Bannerghatta Road,1880.0,3.0,2.0,95.0,3
4001,Electronic City,1440.0,2.0,2.0,55.0,3
4008,Varthur,1097.0,2.0,1.0,33.82,2
4009,Raja Rajeshwari Nagar,1070.0,2.0,1.0,50.0,2
4010,other,1000.0,2.0,1.0,58.0,2
4013,Frazer Town,1900.0,4.0,2.0,145.0,3
4015,Jigani,937.0,2.0,1.0,44.0,2
4016,Green Glen Layout,1075.0,2.0,1.0,60.0,2
4020,other,936.0,2.0,2.0,43.0,2
4023,Marathahalli,1350.0,2.0,1.0,86.0,2
4024,other,1325.0,2.0,1.0,70.0,2
4025,Devanahalli,1174.0,2.0,1.0,59.0,2
4026,Hosur Road,1890.0,3.0,2.0,162.0,3
4030,Yelahanka,1653.0,3.0,2.0,120.0,3
4031,Bisuvanahalli,1075.0,2.0,1.0,52.0,3
4032,7th Phase JP Nagar,1212.0,3.0,1.0,42.0,2
4033,other,1100.0,2.0,1.0,50.0,2
4034,Rajaji Nagar,3436.0,6.0,3.0,500.0,4
4038,Kudlu Gate,1532.0,3.0,2.0,83.0,3
4039,other,2776.0,4.0,2.0,195.0,3
4040,Padmanabhanagar,1531.0,2.0,0.0,75.0,3
4042,Uttarahalli,1325.0,2.0,1.0,53.0,2
4044,Electronic City,1156.0,2.0,2.0,44.0,3
4046,Bannerghatta Road,1260.0,2.0,2.0,70.0,2
4047,Vittasandra,1934.0,2.0,0.0,90.0,2
4049,Kasavanhalli,1476.0,3.0,1.0,95.0,3
4050,other,1185.0,2.0,1.0,85.0,2
4051,other,1265.0,2.0,1.0,82.0,3
4059,Whitefield,1195.0,2.0,1.0,70.0,2
4063,Hosur Road,1180.0,2.0,2.0,36.5,2
4064,Jakkur,1050.0,2.0,1.0,49.87,2
4069,Subramanyapura,929.0,2.0,1.0,48.0,2
4070,Jigani,1252.0,3.0,3.0,61.0,3
4071,Green Glen Layout,1485.0,3.0,2.0,115.0,3
4072,Electronics City Phase 1,1124.0,2.0,2.0,55.0,3
4075,Hennur Road,1482.0,2.0,3.0,97.0,3
4077,Jalahalli,1570.0,3.0,2.0,140.0,3
4079,Chandapura,520.0,1.0,1.0,14.04,1
4080,other,2000.0,3.0,2.0,160.0,3
4081,other,1352.0,2.0,2.0,75.0,2
4082,Electronic City,1152.0,2.0,1.0,65.0,2
4084,Hegde Nagar,1965.0,4.0,2.0,125.0,3
4085,other,1300.0,2.0,2.0,70.0,3
4088,Hoskote,1740.0,3.0,3.0,60.0,3
4095,Bannerghatta Road,1788.0,3.0,2.0,90.0,3
4096,Kanakapura,1151.0,2.0,1.0,59.0,2
4097,Uttarahalli,1300.0,2.0,2.0,60.0,3
4100,Hebbal,1645.0,3.0,2.0,117.0,3
4102,7th Phase JP Nagar,1175.0,2.0,2.0,82.5,2
4104,Dasarahalli,1150.0,2.0,0.0,70.0,2
4107,Balagere,1007.0,2.0,1.0,65.0,2
4110,Marathahalli,4000.0,4.0,3.0,220.0,4
4117,other,1080.0,2.0,1.0,45.0,2
4118,Electronic City,1070.0,2.0,1.0,60.0,2
4119,other,1532.0,3.0,1.0,115.0,3
4120,Hennur,1040.0,2.0,2.0,42.12,2
4121,other,3100.0,3.0,3.0,250.0,3
4122,Tumkur Road,1137.5,2.0,0.0,48.905,2
4123,Thanisandra,1430.0,2.0,2.0,51.6,3
4128,other,1827.0,3.0,3.0,100.0,3
4129,other,1210.0,2.0,1.0,75.0,2
4130,other,1500.0,3.0,3.0,95.0,3
4132,Hebbal,1251.0,2.0,1.0,88.73,2
4133,HSR Layout,1600.0,2.0,2.0,115.0,3
4134,Electronic City,1128.0,2.0,1.0,65.5,2
4135,Budigere,1820.0,3.0,2.0,93.0,3
4136,Thigalarapalya,2072.0,4.0,2.0,159.0,3
4137,Raja Rajeshwari Nagar,1510.0,2.0,3.0,59.0,3
4138,Hoodi,1925.0,2.0,3.0,114.0,3
4139,Hennur Road,2651.0,2.0,2.0,225.0,3
4140,Thigalarapalya,2072.0,4.0,2.0,147.0,3
4141,other,1000.0,2.0,2.0,36.0,2
4142,KR Puram,1752.0,3.0,2.0,145.0,3
4143,Sahakara Nagar,960.0,2.0,3.0,56.0,2
4144,other,1180.0,2.0,2.0,63.0,2
4145,other,2270.0,3.0,1.0,180.0,3
4148,Bisuvanahalli,1180.0,2.0,1.0,46.0,3
4151,Kanakpura Road,1300.0,3.0,2.0,69.0,3
4152,other,1305.0,2.0,1.0,59.0,3
4153,Hegde Nagar,2006.0,4.0,2.0,196.0,3
4154,Jakkur,1290.0,2.0,1.0,80.0,2
4155,Hoskote,1170.0,2.0,3.0,45.0,2
4157,other,1400.0,2.0,3.0,78.0,2
4158,Lakshminarayana Pura,1200.0,2.0,2.0,75.0,2
4159,other,1155.0,2.0,0.0,60.0,3
4160,Hormavu,1725.0,3.0,2.0,85.0,3
4161,Kanakpura Road,700.0,2.0,1.0,40.0,2
4163,Hoodi,1112.0,2.0,1.0,88.0,2
4165,Badavala Nagar,1274.0,2.0,1.0,81.0,2
4166,Doddathoguru,915.0,2.0,1.0,32.0,2
4168,Hosur Road,760.0,1.0,2.0,21.28,1
4169,other,1540.0,3.0,2.0,68.0,3
4171,other,1645.0,3.0,2.0,95.0,3
4174,other,2342.0,3.0,2.0,115.0,4
4176,other,1056.0,2.0,2.0,33.0,2
4179,other,1161.0,2.0,2.0,36.69,2
4180,other,1097.0,2.0,3.0,65.0,2
4181,Uttarahalli,850.0,2.0,2.0,35.0,2
4182,Green Glen Layout,1715.0,3.0,2.0,115.0,3
4184,Electronic City,1200.0,2.0,1.0,59.0,2
4188,Banashankari,1400.0,2.0,1.0,78.0,3
4189,Whitefield,1500.0,4.0,3.0,200.0,4
4190,Kanakpura Road,458.0,1.0,0.0,19.695,1
4192,Kalyan nagar,1640.0,3.0,3.0,88.0,3
4193,Banashankari,1700.0,3.0,2.0,125.0,3
4200,Kanakapura,1110.0,2.0,2.0,38.85,2
4201,Uttarahalli,1627.86,3.0,2.0,88.0,3
4202,other,620.0,2.0,1.0,22.0,2
4203,Whitefield,3004.0,4.0,2.0,285.0,4
4204,Hosa Road,1133.0,2.0,1.0,52.0,2
4205,Hennur Road,1182.0,2.0,2.0,82.5,2
4206,Tumkur Road,1500.0,3.0,3.0,100.0,3
4208,Marathahalli,1200.0,2.0,2.0,58.0,2
4209,Raja Rajeshwari Nagar,1128.0,2.0,1.0,48.79,2
4212,other,1100.0,2.0,1.0,45.0,2
4213,Kengeri Satellite Town,635.0,1.0,1.0,22.0,2
4215,Thanisandra,1874.0,4.0,1.0,130.0,3
4217,Old Madras Road,1171.0,2.0,2.0,75.0,2
4220,Panathur,1315.0,2.0,1.0,59.1,3
4221,Jakkur,1760.0,3.0,2.0,110.0,3
4223,Hennur Road,1192.0,2.0,1.0,62.0,3
4224,Hebbal,1645.0,3.0,2.0,121.0,3
4225,Whitefield,1250.0,2.0,2.0,72.0,2
4226,Whitefield,709.0,1.0,0.0,34.385,1
4229,Hosa Road,1369.1,2.0,1.0,104.0,2
4232,Kanakapura,1938.0,3.0,3.0,113.0,3
4234,Budigere,1636.0,3.0,2.0,85.0,3
4235,Akshaya Nagar,1430.0,2.0,2.0,75.0,3
4237,Electronic City Phase II,993.0,2.0,2.0,50.0,3
4240,Yelahanka,1270.0,2.0,2.0,78.0,2
4243,other,7500.0,4.0,2.0,900.0,4
4245,Panathur,1109.0,2.0,1.0,63.0,2
4246,other,1280.0,2.0,1.0,49.75,2
4249,Devanahalli,1600.0,3.0,2.0,180.0,3
4251,Marathahalli,607.0,1.0,1.0,35.0,1
4257,Electronic City Phase II,1418.0,3.0,2.0,52.47,3
4259,EPIP Zone,1125.0,2.0,1.0,65.0,2
4260,CV Raman Nagar,1825.0,3.0,2.0,126.0,3
4261,Whitefield,1320.0,2.0,3.0,79.5,2
4263,other,1490.0,2.0,2.0,300.0,3
4265,Whitefield,750.0,2.0,1.0,52.7,2
4266,Yelahanka,1400.0,2.0,2.0,80.54,3
4267,other,4104.0,4.0,3.0,360.0,4
4272,other,965.0,2.0,2.0,48.0,2
4274,KR Puram,1100.0,2.0,2.0,43.0,2
4275,Whitefield,1180.0,2.0,2.0,41.0,2
4276,HSR Layout,1145.0,2.0,2.0,48.0,2
4280,Kenchenahalli,1015.0,2.0,2.0,58.0,2
4281,Kaggalipura,2400.0,3.0,1.0,165.0,3
4282,Whitefield,3000.0,4.0,3.0,306.0,4
4285,JP Nagar,1300.0,2.0,1.0,109.0,2
4286,Hebbal Kempapura,1300.0,2.0,2.0,102.0,2
4287,Hosa Road,1512.0,3.0,1.0,123.0,3
4288,Bhoganhalli,1053.4,3.0,1.0,88.91,3
4289,Yeshwanthpur,605.0,1.0,0.0,41.745,1
4290,Hormavu,1153.0,2.0,1.0,65.0,2
4292,Hulimavu,1255.0,2.0,2.0,69.0,2
4294,Marathahalli,1583.0,3.0,3.0,109.0,3
4295,other,1505.0,2.0,2.0,90.0,2
4298,other,1810.0,4.0,3.0,148.0,3
4300,Subramanyapura,975.0,2.0,1.0,63.0,2
4302,other,1530.0,2.0,1.0,97.0,3
4303,Kereguddadahalli,1300.0,2.0,2.0,39.0,3
4305,Sarjapur  Road,1308.0,2.0,1.0,83.0,2
4306,Parappana Agrahara,1194.0,2.0,2.0,47.0,2
4309,Sarjapur  Road,1592.0,3.0,1.0,91.0,3
4310,Rajaji Nagar,1222.0,2.0,0.0,112.0,2
4311,Raja Rajeshwari Nagar,1267.0,2.0,2.0,42.85,2
4312,Balagere,656.0,1.0,1.0,53.0,1
4313,Dodda Nekkundi,3400.0,4.0,3.0,530.0,4
4316,Thanisandra,1698.0,3.0,2.0,102.0,3
4317,other,1500.0,3.0,2.0,70.0,3
4319,Electronic City,1152.0,2.0,1.0,65.75,2
4321,Pattandur Agrahara,900.0,2.0,2.0,42.0,2
4323,Akshaya Nagar,1419.0,2.0,3.0,73.0,3
4326,Gottigere,990.0,2.0,1.0,40.0,2
4328,Bannerghatta Road,1100.0,2.0,0.0,39.0,2
4330,Whitefield,1095.0,2.0,1.0,35.0,2
4332,Budigere,1444.0,2.0,2.0,70.0,2
4333,Whitefield,1415.0,2.0,3.0,67.0,2
4335,other,1600.0,3.0,3.0,72.0,3
4336,Whitefield,1105.0,2.0,1.0,41.36,2
4337,Electronic City,1225.0,3.0,0.0,45.03,3
4338,Frazer Town,2560.0,3.0,2.0,265.0,3
4341,Talaghattapura,1856.0,3.0,2.0,135.0,3
4342,Haralur Road,1464.0,3.0,2.0,56.0,3
4344,Sarjapur  Road,1150.0,2.0,2.0,77.0,2
4347,5th Phase JP Nagar,1485.0,2.0,2.0,67.0,3
4348,other,2500.0,3.0,3.0,75.0,3
4350,Hennur Road,1036.0,2.0,1.0,59.46,2
4351,Whitefield,3445.0,5.0,3.0,270.0,4
4352,other,1400.0,2.0,2.0,80.0,2
4354,Kodichikkanahalli,1150.0,2.0,3.0,48.0,2
4355,Kenchenahalli,715.0,1.0,1.0,45.0,1
4358,Jakkur,2283.0,4.0,2.0,130.0,4
4361,Nagarbhavi,1400.0,2.0,1.0,85.0,3
4362,Padmanabhanagar,1400.0,3.0,0.0,65.0,3
4363,Whitefield,1700.0,3.0,1.0,140.0,3
4364,Kanakpura Road,1591.0,3.0,1.0,120.0,3
4365,Nagarbhavi,1515.0,2.0,1.0,79.0,3
4367,Chandapura,975.0,2.0,1.0,24.86,2
4368,Yeshwanthpur,1382.0,2.0,2.0,76.18,3
4370,other,1533.0,3.0,2.0,150.0,3
4371,other,3815.0,3.0,1.0,763.0,3
4373,other,3730.0,6.0,2.0,450.0,4
4375,Yelahanka,1391.0,2.0,2.0,64.5,3
4376,Begur Road,1160.0,2.0,2.0,42.92,2
4381,Kanakpura Road,1482.0,3.0,3.0,60.98,3
4382,Whitefield,1405.0,2.0,2.0,84.5,2
4383,Gunjur,1190.0,2.0,2.0,40.0,2
4384,Harlur,1174.0,2.0,1.0,78.0,2
4386,Thanisandra,1411.0,3.0,1.0,93.04,3
4387,other,745.0,2.0,0.0,50.0,2
4388,Kereguddadahalli,1000.0,2.0,2.0,30.0,2
4389,Jigani,923.0,2.0,1.0,50.0,2
4390,Yeshwanthpur,1000.0,2.0,2.0,32.0,2
4391,Battarahalli,1276.0,2.0,2.0,45.0,2
4392,other,1460.0,3.0,2.0,70.0,3
4394,other,833.0,1.0,1.0,49.0,1
4397,Ramamurthy Nagar,1200.0,2.0,1.0,48.0,2
4398,Yeshwanthpur,669.0,1.0,1.0,36.85,1
4401,Kothanur,1790.0,3.0,2.0,105.0,3
4405,Whitefield,1345.0,2.0,2.0,57.0,3
4408,Yeshwanthpur,1385.0,2.0,2.0,76.18,3
4409,Kanakpura Road,1207.0,2.0,2.0,79.9,2
4410,Varthur,1140.0,2.0,3.0,55.5,2
4411,other,1220.0,2.0,2.0,68.0,2
4413,Iblur Village,3596.0,5.0,0.0,252.0,4
4414,Sarjapur  Road,1965.0,3.0,3.0,120.0,3
4415,Koramangala,1760.0,2.0,0.0,115.0,3
4416,Haralur Road,1225.0,2.0,1.0,70.0,2
4419,Hennur Road,1891.0,3.0,1.0,109.0,3
4420,Yelahanka,1322.0,2.0,2.0,86.0,2
4422,Bellandur,3600.0,4.0,0.0,260.0,4
4423,AECS Layout,1045.0,2.0,1.0,36.58,2
4424,other,1545.0,3.0,3.0,85.0,3
4425,Thanisandra,1996.0,3.0,2.0,135.0,3
4426,Brookefield,1125.0,2.0,2.0,70.0,2
4427,Mysore Road,1560.0,3.0,1.0,115.0,3
4429,other,3100.0,4.0,2.0,310.0,4
4430,other,780.0,2.0,1.0,35.0,2
4432,Sarjapur  Road,2275.0,4.0,2.0,180.0,3
4433,other,1350.0,2.0,2.0,41.0,2
4434,Haralur Road,1464.0,3.0,3.0,56.0,3
4435,Kanakpura Road,1570.0,3.0,3.0,64.5,3
4436,Dasanapura,708.0,1.0,0.0,28.32,1
4437,Sarjapur  Road,1680.0,3.0,1.0,160.0,3
4438,Hoodi,1400.0,2.0,1.0,82.0,2
4439,Bellandur,1310.0,2.0,2.0,72.0,2
4441,Electronics City Phase 1,1175.0,2.0,1.0,57.0,2
4442,other,1428.0,2.0,1.0,80.0,3
4452,Badavala Nagar,1842.0,3.0,2.0,115.0,3
4453,other,1146.0,2.0,3.0,55.0,2
4454,Rachenahalli,440.0,1.0,1.0,28.0,1
4455,Sahakara Nagar,1048.0,2.0,3.0,50.0,2
4456,Thanisandra,1801.0,3.0,1.0,115.0,3
4457,Hennur Road,1232.0,2.0,1.0,69.61,2
4458,Whitefield,1150.0,2.0,2.0,90.0,2
4459,Talaghattapura,1868.0,3.0,1.0,120.0,3
4460,Begur,1445.0,2.0,2.0,47.1,3
4461,Hebbal Kempapura,1466.0,2.0,3.0,140.0,3
4463,JP Nagar,3860.0,3.0,2.0,402.0,3
4464,Somasundara Palya,1185.0,2.0,3.0,70.0,2
4472,Hebbal,1760.0,3.0,2.0,123.0,3
4475,Haralur Road,1000.0,2.0,1.0,78.0,2
4476,7th Phase JP Nagar,1215.0,2.0,2.0,90.0,2
4477,EPIP Zone,1734.0,3.0,3.0,125.0,3
4479,Rachenahalli,1113.0,2.0,1.0,55.0,2
4481,Kereguddadahalli,1240.0,3.0,2.0,41.0,3
4484,Ambalipura,896.0,2.0,1.0,30.13,2
4486,BTM 2nd Stage,1200.0,2.0,0.0,35.0,2
4488,Hebbal,2790.0,4.0,3.0,198.0,4
4493,other,1096.0,2.0,2.0,48.0,2
4497,Iblur Village,2987.5,5.0,0.0,191.0,4
4498,Koramangala,2503.0,6.0,2.0,325.0,4
4500,Rachenahalli,1550.0,3.0,2.0,74.5,3
4501,Seegehalli,1830.0,4.0,2.0,82.0,3
4502,Hoodi,1746.0,3.0,3.0,84.95,3
4505,Chandapura,645.0,1.0,1.0,16.45,1
4506,other,1305.0,2.0,1.0,60.0,3
4507,Thigalarapalya,1207.0,2.0,2.0,62.0,2
4508,Thanisandra,1678.0,3.0,2.0,125.0,3
4509,Kaggalipura,950.0,2.0,1.0,50.0,2
4511,Electronic City,1070.0,2.0,1.0,55.0,2
4512,Ardendale,1732.46,3.0,2.0,92.0,3
4513,Attibele,1639.0,2.0,1.0,40.98,3
4514,Marathahalli,1360.0,2.0,1.0,103.0,2
4518,Lakshminarayana Pura,1656.0,3.0,2.0,150.0,3
4519,Sarjapur  Road,985.0,2.0,1.0,49.0,2
4521,7th Phase JP Nagar,1050.0,2.0,1.0,75.0,2
4523,other,1600.0,2.0,2.0,160.0,3
4524,Ramagondanahalli,1253.0,2.0,1.0,52.66,2
4528,other,1655.0,3.0,2.0,155.0,3
4530,Sarjapur  Road,1418.0,2.0,2.0,78.0,2
4531,Kalena Agrahara,1270.0,2.0,2.0,100.0,2
4532,Begur Road,1410.0,2.0,3.0,52.17,3
4537,other,1200.0,2.0,2.0,75.0,2
4538,Begur Road,1410.0,2.0,3.0,50.06,3
4539,Chandapura,1200.0,5.0,2.0,92.0,4
4542,Electronic City,1060.0,2.0,1.0,58.0,2
4543,Hebbal,3960.0,5.0,3.0,386.0,4
4547,KR Puram,950.0,2.0,1.0,40.0,2
4550,other,1235.0,2.0,2.0,60.0,2
4551,Budigere,722.0,1.0,0.0,46.0,1
4552,Kanakpura Road,2775.0,3.0,1.0,165.0,4
4553,Sarjapur  Road,1200.0,2.0,1.0,93.0,2
4555,other,1225.0,3.0,3.0,60.0,3
4557,Nagavarapalya,705.0,1.0,1.0,52.5,1
4558,Battarahalli,1880.0,3.0,2.0,94.36,3
4560,other,1550.0,2.0,1.0,60.0,3
4561,Lingadheeranahalli,1893.0,3.0,1.0,130.0,3
4562,other,1650.0,3.0,2.0,75.0,3
4563,other,1113.0,2.0,2.0,46.0,2
4566,Sarjapur  Road,1586.0,3.0,3.0,70.0,3
4567,Seegehalli,4000.0,3.0,1.0,235.0,3
4568,Yelahanka New Town,1541.0,3.0,3.0,80.0,3
4569,Haralur Road,1830.0,3.0,2.0,101.0,3
4572,Bommasandra,1015.0,2.0,1.0,40.0,2
4573,Raja Rajeshwari Nagar,1120.0,2.0,2.0,37.95,2
4574,Hoodi,706.0,1.0,1.0,48.24,1
4577,Kanakpura Road,1900.0,3.0,1.0,99.0,3
4579,Seegehalli,3000.0,5.0,3.0,150.0,4
4580,Bisuvanahalli,1075.0,2.0,1.0,42.0,3
4581,Kanakpura Road,1290.0,2.0,3.0,80.0,2
4582,Akshaya Nagar,1200.0,2.0,1.0,50.0,2
4583,Hormavu,1150.0,2.0,1.0,53.11,2
4587,other,1730.0,3.0,3.0,140.0,3
4594,Hegde Nagar,3216.0,5.0,2.0,300.0,4
4596,Budigere,1991.0,4.0,2.0,88.0,3
4597,Sarjapur  Road,1115.0,2.0,1.0,60.0,2
4598,Koramangala,1900.0,3.0,3.0,150.0,3
4599,Whitefield,1109.0,2.0,1.0,41.49,2
4600,Rajiv Nagar,2340.0,5.0,1.0,129.0,4
4602,Whitefield,4356.0,5.0,1.0,850.0,4
4603,9th Phase JP Nagar,1005.0,2.0,1.0,43.0,2
4604,Kengeri,416.0,1.0,1.0,19.5,1
